Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Split_Set,Critical_Completeness,Extended_Completeness,Completeness_Score,Source_Quality_Score,Diversity_Weight,Evidence_Weight,Quality_Tier,PXRD_Confirmed,Condition_Signature,Source_DOI,Extraction_Method
POS-0556,2,curc(III),Curcumina,Zn,Zn(OAc)2·2H2O,DMF,Nessuno,80,72.0,0.1,0.05,2.0,,2.0,acetate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.7745966692414833,0.8792943338482967,A,True,zn|curcumina|acetate|dmf|nessuno|80|72|2.0,,curated_project_dataset
POS-0557,5,curc(III),Curcumina,Zn,Zn(OAc)2·2H2O,DMF/MeOH,Nessuno,80,24.0,0.1,0.05,2.0,,2.0,acetate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.547722557505166,0.8339195115010332,A,True,zn|curcumina|acetate|dmf/meoh|nessuno|80|24|2.0,,curated_project_dataset
POS-0558,7,curc(III),Curcumina,Zn,Zn(NO3)2·6H2O,DMF/MeOH,Nessuno,80,24.0,0.2,0.1,2.0,,6.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.547722557505166,0.8339195115010332,A,True,zn|curcumina|nitrate|dmf/meoh|nessuno|80|24|2.0,,curated_project_dataset
POS-0559,15,curc(III),Curcumina,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,80,16.0,0.02,0.02,1.0,,6.0,nitrate,2.0,"Precipitato dopo già 16h, procedo con la caratterizzazione",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,co|curcumina|nitrate|dmf/h2o|nessuno|80|18|1.0,,curated_project_dataset
POS-0560,27,curc(III),Curcumina,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,120,24.0,0.05,0.05,1.0,,6.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,co|curcumina|nitrate|dmf/h2o|nessuno|120|24|1.0,,curated_project_dataset
POS-0561,147,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF,Nessuno,100,48.0,0.9,0.9,1.0,,0.0,nitrate,,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,0.8660254037844385,0.8819550807568877,A,True,ag|bipyrazole|nitrate|dmf|nessuno|100|48|1.0,,curated_project_dataset
POS-0562,149,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,120.0,1.2,0.6,2.0,,4.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.22360679774997896,0.7690963595499958,B,True,cd|bipyrazole|nitrate|dmf|nessuno|140|120|2.0,,curated_project_dataset
POS-0563,320,BPz,Bipyrazole,Co,Co(OAc)2·4H2O,DMF,Nessuno,120,72.0,1.5,1.5,1.0,,4.0,acetate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.18569533817705183,0.7615140676354104,B,True,co|bipyrazole|acetate|dmf|nessuno|120|72|1.0,,curated_project_dataset
POS-0564,354,Ph2BpPhTl,Organometallica,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,2.0,"Nessun precipitrato, dopo aver aggiunto etere dietilico ho rimesso in frigo ed aspettato quasi una settimana, mi si è formato un precipitato, ma una volta filtrato sembra eessere tallio cloruro(colere grigiastro); quindi riconservato le acque madri per vedere se la cristallizzazione.Dopo aver aggiunto etere dietilico formati alcuni cristalli.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.8660254037844385,0.8975800807568877,A,True,ru|organometallica|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0565,355,HB(BPzPh)3Tl,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,2.0,"Nessun precipitrato, dopo aver aggiunto etere dietilico ho rimesso in frigo ed aspettato quasi una settimana, mi si è formato un precipitato, ma una volta filtrato sembra eessere tallio cloruro(colere grigiastro); quindi riconservato le acque madri per vedere se avverrà qualche cristallizzazione. Dopo aver aggiunto etere dietilico alle acque madri si è formato un precipitato che ho filtrato e poi caratterizzato",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.5222329678670935,0.8288215935734187,A,True,ru|organometallica - pirazoli|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0566,356,Ph2BpPhTl,Organometallica,Rh,[Rh(C5Me5)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,2.0,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,rh|organometallica|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0567,357,HB(BPzPh)3Tl,Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,2.0,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,rh|organometallica - pirazoli|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0568,358,Ph2BpPhTl,Organometallica,Non specificato,C20H30Cl4Ir2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,4.0,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,non specificato|organometallica|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0569,359,HB(BPzPh)3Tl,Organometallica - pirazoli,Non specificato,C20H30Cl4Ir2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,0.0,chloride,4.0,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,non specificato|organometallica - pirazoli|chloride|ch2cl2|nessuno|120|24|0.5,,curated_project_dataset
POS-0570,361,HB(BPzPh)3Tl,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,3.0,0.1,0.05,2.0,,0.0,chloride,2.0,"Pesato il dimero di rutenio, l'ho messo in un pallone a due colli da 10 ml, iniziato ad insufflare argon per lavorare in ambiente inerte. Una volta solubilizzato il sale metallico ho aggiunto il legante, notando subito la formazione del cloruro di tallio(sospenzione bianca). Lasciata a temperatura ambiente sotto intenso stirring per 3 ore. Lasciato evaporare completamente il solvente, formazione di piccoli cristalli.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.5222329678670935,0.8288215935734187,A,True,ru|organometallica - pirazoli|chloride|ch2cl2|nessuno|120|0|2.0,,curated_project_dataset
POS-0571,370,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.16,0.16,1.0,,0.0,chloride,2.0,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.26111648393354675,0.7765982967867093,B,True,ru|organometallica - pirazoli|chloride|meoh|nessuno|120|6|1.0,,curated_project_dataset
POS-0572,373,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.3,0.3,1.0,,0.0,chloride,2.0,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.26111648393354675,0.7765982967867093,B,True,ru|organometallica - pirazoli|chloride|meoh|nessuno|120|6|1.0,,curated_project_dataset
POS-0573,375,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.4,0.4,1.0,,0.0,chloride,2.0,"Sciolto il sale di rutenio in metanolo 20 ml, una volta completamente sciolto ho aggiunto il legante. Lasciato reagire tutta la notte e poi lasciato evaporare il solvente in aria. Mandato HNMR del composto cristallizzato dopo completa evaporazione del solvente.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.5222329678670935,0.8288215935734187,A,True,ru|organometallica - pirazoli|chloride|meoh|nessuno|120|24|1.0,,curated_project_dataset
POS-0574,376,Me4BPz,Organometallica - pirazoli,Ir,[Ir(C₅Me₅)Cl₂]₂,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,,0.0,chloride,,"Sciogli il dimero [Ir(C₅Me₅)Cl₂]₂ in MeOH anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante bipirazolico in MeOH . Aggiungi lentamente questa soluzione al pallone con l'Iridio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Ho notato un cambio di colore della soluzione, èè passata da rossastra(colore dell'iridio) a gialla, completamente limpida. Lascio evaporare il solvente.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,1.0,0.90875,A,True,ir|organometallica - pirazoli|chloride|meoh|nessuno|120|6|1.0,,curated_project_dataset
POS-0575,377,Me4BPz,Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,,0.0,chloride,2.0,"Sciogli il dimero [Rh(C5Me5)Cl2]2 in MeOH anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante bipirazolico in MeOH . Aggiungi lentamente questa soluzione al pallone con il rodio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Ho notato un cambio di colore della soluzione, èè passata da rossastra(colore dell'iridio) a gialla, completamente limpida. Lascio evaporare il solvente.",2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,rh|organometallica - pirazoli|chloride|meoh|nessuno|120|6|1.0,,curated_project_dataset
POS-0576,402,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Cu,Cu(NO3)2·3H2O,DMF/H2O/EtOH,Nessuno,110,18.0,2.8,5.0,0.56,,3.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,cu|non specificata|nitrate|dmf/h2o/etoh|nessuno|110|18|0.5,,curated_project_dataset
POS-0577,404,2-Aminoterephthalic acid,Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.5,1.5,1.0,,0.0,chloride,4.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.15,0.754375,B,True,zr|non specificata|chloride|dmf/hcl|nessuno|120|24|1.0,,curated_project_dataset
POS-0578,414,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe metal,H2O/HNO3/HF,Nessuno,150,12.0,6.7,10.0,0.67,,0.0,other,,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,0.2886751345948128,0.7664850269189626,B,True,fe|non specificata|other|h2o/hno3/hf|nessuno|150|12|0.75,,curated_project_dataset
POS-0579,415,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Cr,CrO3,H2O/HF,Nessuno,220,96.0,6.7,10.0,0.67,,0.0,other,,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,0.8660254037844385,0.8819550807568877,A,True,cr|non specificata|other|h2o/hf|nessuno|220|96|0.75,,curated_project_dataset
POS-0580,427,"Isophthalic acid (1,3-BDC)",Non specificata,Al,Al(ClO4)3·6H2O,DMF/H2O,Nessuno,130,12.0,2.0,2.0,1.0,,6.0,perchlorate,,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,0.28474739872574967,0.76569947974515,B,True,al|non specificata|perchlorate|dmf/h2o|nessuno|130|12|1.0,,curated_project_dataset
POS-0581,428,2-Aminoterephthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,MeOH,Nessuno,125,5.0,1.0,3.0,0.3333,,6.0,perchlorate,,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,0.28474739872574967,0.76569947974515,B,True,al|non specificata|perchlorate|meoh|nessuno|120|6|0.25,,curated_project_dataset
POS-0582,431,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/MeOH,Nessuno,75,24.0,0.3,1.2,0.25,,2.5,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,cu|non specificata|nitrate|dmf/meoh|nessuno|80|24|0.25,,curated_project_dataset
POS-0583,432,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,210,72.0,0.38,1.5,0.2533,,9.0,nitrate,3.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.28474739872574967,0.78132447974515,A,True,al|non specificata|nitrate|h2o|nessuno|210|72|0.25,,curated_project_dataset
POS-0584,433,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,In,In(NO3)3·xH2O,DMF/H2O/MeOH,Nessuno,120,24.0,0.25,1.0,0.25,,1.0,nitrate,3.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,1.0,0.924375,A,True,in|non specificata|nitrate|dmf/h2o/meoh|nessuno|120|24|0.25,,curated_project_dataset
POS-0585,434,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/Dioxane,Nessuno,85,24.0,0.35,1.5,0.2333,,2.5,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,cu|non specificata|nitrate|dmf/h2o/dioxane|nessuno|80|24|0.25,,curated_project_dataset
POS-0586,453,2-Aminoterephthalic acid,Non specificata,Ti,Ti(OiPr)4,DMF/MeOH,Nessuno,150,15.0,12.0,6.0,2.0,,0.0,other,,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,1.0,0.90875,A,True,ti|non specificata|other|dmf/meoh|nessuno|150|12|2.0,,curated_project_dataset
POS-0587,454,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,210,24.0,2.5,5.0,0.5,,9.0,nitrate,3.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.28474739872574967,0.78132447974515,A,True,al|non specificata|nitrate|h2o|nessuno|210|24|0.5,,curated_project_dataset
POS-0588,455,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Al,Al(NO3)3·9H2O,H2O/HNO3,Nessuno,210,72.0,2.0,4.0,0.5,,9.0,nitrate,3.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.28474739872574967,0.78132447974515,A,True,al|non specificata|nitrate|h2o/hno3|nessuno|210|72|0.5,,curated_project_dataset
POS-0589,463,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Zr,ZrOCl2·8H2O,DMF/Formic acid,Nessuno,100,24.0,0.27,0.8,0.3375,,8.0,chloride,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.23354968324845687,0.7710849366496914,B,True,zr|non specificata|chloride|dmf/formic acid|nessuno|100|24|0.25,,curated_project_dataset
POS-0590,467,"4,4',4''-Benzene-1,3,5-triyl-tris-benzoic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF,Nessuno,80,48.0,0.25,0.8,0.3125,,2.5,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2236067977499789,0.7690963595499958,B,True,cu|non specificata|nitrate|dmf|nessuno|80|48|0.25,,curated_project_dataset
POS-0591,469,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe(NO3)3·9H2O,H2O,Nessuno,80,4.0,6.7,10.0,0.67,,9.0,nitrate,3.0,Precipitation,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2886751345948128,0.7821100269189626,A,True,fe|non specificata|nitrate|h2o|nessuno|80|6|0.75,,curated_project_dataset
POS-0592,472,Imidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,130,48.0,4.0,1.0,4.0,,6.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.16012815380508713,0.7564006307610174,B,True,zn|non specificata|nitrate|dmf|nessuno|130|48|4.0,,curated_project_dataset
POS-0593,476,Adenine,Non specificata,Co,Co(NO3)2·6H2O,DMF,Nessuno,120,24.0,1.0,1.0,1.0,,6.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,co|non specificata|nitrate|dmf|nessuno|120|24|1.0,,curated_project_dataset
POS-0594,478,Citric acid (1.0) / Diamondoid linker (1.0),Non specificata,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,120,24.0,2.0,2.0,1.0,,6.0,nitrate,2.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,co|non specificata|nitrate|h2o/etoh|nessuno|120|24|1.0,,curated_project_dataset
POS-0595,493,TATB,Non specificata,Zr,ZrCl4,DMF/TFA,Nessuno,120,24.0,0.1,0.4,0.25,,0.0,chloride,4.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.16514456476895406,0.7574039129537908,B,True,zr|non specificata|chloride|dmf/tfa|nessuno|120|24|0.25,,curated_project_dataset
POS-0596,495,4-Aminobenzoic acid,Non specificata,Ti,Ti(OiPr)4,DMF,Nessuno,120,24.0,4.0,2.0,2.0,,0.0,other,,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.75,0.9375,0.8,1.0,0.90875,A,True,ti|non specificata|other|dmf|nessuno|120|24|2.0,,curated_project_dataset
POS-0597,496,2-Aminoterephthalic acid,Non specificata,Al,AlCl3·6H2O,DMF,Nessuno,130,72.0,1.5,3.0,0.5,,6.0,chloride,3.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.28474739872574967,0.78132447974515,A,True,al|non specificata|chloride|dmf|nessuno|130|72|0.5,,curated_project_dataset
POS-0598,497,2-Aminoterephthalic acid,Non specificata,Cr,Cr(NO3)3·9H2O,H2O/NaOH,Nessuno,150,12.0,4.0,4.0,1.0,,9.0,nitrate,3.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.8660254037844385,0.8975800807568877,A,True,cr|non specificata|nitrate|h2o/naoh|nessuno|150|12|1.0,,curated_project_dataset
POS-0599,498,2-Aminoterephthalic acid,Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,110,24.0,1.5,3.0,0.5,,6.0,chloride,3.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2886751345948128,0.7821100269189626,A,True,fe|non specificata|chloride|dmf|nessuno|110|24|0.5,,curated_project_dataset
POS-0600,499,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF/EtOH,Nessuno,85,24.0,2.0,3.0,0.6667,,6.0,nitrate,2.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2773500981126145,0.7798450196225228,B,True,zn|non specificata|nitrate|dmf/etoh|nessuno|80|24|0.75,,curated_project_dataset
POS-0601,506,2-Aminoterephthalic acid,Non specificata,Hf,HfCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,0.0,chloride,4.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.5773502691896256,0.8398450538379252,A,True,hf|non specificata|chloride|dmf/hcl|hcl|120|24|1.0,,curated_project_dataset
POS-0602,517,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Hf,HfCl4,DMF/Formic acid,Acido formico,100,24.0,0.27,0.8,0.3375,,0.0,chloride,4.0,Solvothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.5773502691896256,0.8398450538379252,A,True,hf|non specificata|chloride|dmf/formic acid|acido formico|100|24|0.25,,curated_project_dataset
POS-0603,523,2-Aminoterephthalic acid,Non specificata,Ni,Ni(NO3)2·6H2O,DMF,HNO3,85,36.0,1.0,1.5,0.6667,,6.0,nitrate,2.0,Microwave,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3396831102433787,0.7923116220486758,A,True,ni|non specificata|nitrate|dmf|hno3|80|36|0.75,,curated_project_dataset
POS-0604,533,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Zn,Zn(NO3)2·6H2O,MeCN,Acido benzoico,100,36.0,2.0,2.0,1.0,,6.0,nitrate,2.0,Precipitation,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2773500981126145,0.7798450196225228,B,True,zn|non specificata|nitrate|mecn|acido benzoico|100|36|1.0,,curated_project_dataset
POS-0605,538,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Co,Co(OAc)2·4H2O,H2O,Trietilammina (TEA),180,36.0,0.25,2.0,0.125,,4.0,acetate,2.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,co|non specificata|acetate|h2o|trietilammina (tea)|180|36|0.0,,curated_project_dataset
POS-0606,541,2-Aminoterephthalic acid,Non specificata,Fe,FeCl3·6H2O,DMA,Nessuno,200,2.0,4.0,0.5,8.0,,6.0,chloride,3.0,Microwave,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2886751345948128,0.7821100269189626,A,True,fe|non specificata|chloride|dma|nessuno|200|0|8.0,,curated_project_dataset
POS-0607,551,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O,HNO3,85,36.0,1.5,0.5,3.0,,2.5,nitrate,2.0,Precipitation,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,cu|non specificata|nitrate|dmf/h2o|hno3|80|36|3.0,,curated_project_dataset
POS-0608,556,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Ni,Ni(OAc)2·4H2O,DMF,Acido benzoico,100,36.0,0.25,2.0,0.125,,4.0,acetate,2.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3396831102433787,0.7923116220486758,A,True,ni|non specificata|acetate|dmf|acido benzoico|100|36|0.0,,curated_project_dataset
POS-0609,559,2-Aminoterephthalic acid,Non specificata,Al,Al(NO3)3·9H2O,EtOH,Nessuno,85,36.0,1.0,3.0,0.3333,,9.0,nitrate,3.0,Microwave,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.28474739872574967,0.78132447974515,A,True,al|non specificata|nitrate|etoh|nessuno|80|36|0.25,,curated_project_dataset
POS-0610,569,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Co,Co(NO3)2·6H2O,MeOH,HNO3,180,2.0,3.0,4.0,0.75,,6.0,nitrate,2.0,Precipitation,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3162277660168379,0.7876205532033675,A,True,co|non specificata|nitrate|meoh|hno3|180|0|0.75,,curated_project_dataset
POS-0611,574,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe(NO3)3·9H2O,DMA,Acido benzoico,150,12.0,0.25,0.5,0.5,,9.0,nitrate,3.0,Hydrothermal,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.2886751345948128,0.7821100269189626,A,True,fe|non specificata|nitrate|dma|acido benzoico|150|12|0.5,,curated_project_dataset
POS-0612,577,2-Aminoterephthalic acid,Non specificata,Zr,ZrCl4,MeCN,Nessuno,85,36.0,0.5,2.0,0.25,,0.0,chloride,4.0,Microwave,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.23354968324845687,0.7710849366496914,B,True,zr|non specificata|chloride|mecn|nessuno|80|36|0.25,,curated_project_dataset
POS-0613,587,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Ni,Ni(NO3)2·6H2O,H2O/MeOH,Acido formico,120,12.0,4.0,5.0,0.8,,6.0,nitrate,2.0,Precipitation,2,locked_external_positive,EXTERNAL_TEST,1.0,0.875,0.96875,0.8,0.3396831102433787,0.7923116220486758,A,True,ni|non specificata|nitrate|h2o/meoh|acido formico|120|12|0.75,,curated_project_dataset
